date,product_id,category,demand,stock_level,safety_stock,reorder_point,lead_time,criticality,unit_cost,supplier_id,batch_number,expiry_date,storage_temp
2024-06-13,4,Emergency,81,573,172,344,2,4,481.15474985498406,2,B202406-2480,2025-12-20,2-8°C
2024-06-14,4,Emergency,135,438,172,344,2,4,206.43306452599518,4,B202406-7773,2025-12-30,Room Temp
2024-06-15,4,Emergency,123,573,172,344,2,4,119.88658430522104,3,B202406-9970,2025-01-14,-20°C
2024-06-16,4,Emergency,118,455,172,344,1,4,301.58150253606186,4,B202406-3848,2025-04-11,2-8°C
2024-06-17,4,Emergency,149,573,172,344,2,4,762.7241251266519,5,B202406-3759,2025-04-29,-20°C
2024-06-18,4,Emergency,87,486,172,344,1,4,19.229683055470364,4,B202406-2867,2025-02-09,2-8°C
2024-06-19,4,Emergency,157,573,172,344,1,4,400.2347868385893,5,B202406-1261,2026-01-19,2-8°C
2024-06-20,4,Emergency,119,454,172,344,2,4,26.609745821359418,3,B202406-6817,2026-03-24,-20°C
2024-06-21,4,Emergency,130,573,172,344,2,4,450.0473314413761,5,B202406-9408,2025-12-16,-20°C
2024-06-22,4,Emergency,59,514,172,344,2,4,350.2922498169706,3,B202406-9795,2026-01-03,-20°C
2024-06-23,4,Emergency,118,396,172,344,1,4,662.7241847174942,5,B202406-9643,2025-08-13,2-8°C
2024-06-24,4,Emergency,69,573,172,344,1,4,726.5555965726103,2,B202406-1788,2026-04-18,2-8°C
2024-06-25,4,Emergency,136,437,172,344,1,4,308.7861205083101,5,B202406-1459,2026-05-14,-20°C
2024-06-26,4,Emergency,173,573,172,344,2,4,331.23903314422756,4,B202406-2150,2025-12-16,-20°C
2024-06-27,4,Emergency,162,411,172,344,1,4,458.4014516096231,2,B202406-2256,2025-11-10,Room Temp
2024-06-28,4,Emergency,115,573,172,344,2,4,219.54206626803136,1,B202406-2541,2026-05-05,-20°C
2024-06-29,4,Emergency,119,454,172,344,1,4,885.4458886846146,3,B202406-3718,2025-06-15,2-8°C
2024-06-30,4,Emergency,110,344,172,344,1,4,587.2681573950999,1,B202406-8053,2025-09-09,-20°C
2024-07-01,4,Emergency,154,573,172,344,2,4,560.5333669165668,3,B202407-9463,2025-03-17,2-8°C
2024-07-02,4,Emergency,128,445,172,344,1,4,252.33218919993368,3,B202407-1902,2026-01-26,-20°C
2024-07-03,4,Emergency,120,573,172,344,2,4,752.8413447026365,5,B202407-2698,2026-04-19,-20°C
2024-07-04,4,Emergency,75,498,172,344,1,4,691.3544313349764,1,B202407-5388,2026-05-21,Room Temp
2024-07-05,4,Emergency,76,422,172,344,2,4,123.72272161046678,1,B202407-9485,2025-11-04,Room Temp
2024-07-06,4,Emergency,134,573,172,344,2,4,944.8127764195846,2,B202407-2885,2025-12-02,Room Temp
2024-07-07,4,Emergency,84,489,172,344,1,4,378.9474158011759,4,B202407-3802,2025-10-22,2-8°C
2024-07-08,4,Emergency,86,403,172,344,2,4,276.0920394763443,1,B202407-5332,2025-05-17,-20°C
2024-07-09,4,Emergency,202,573,172,344,2,4,943.4226203241535,3,B202407-8504,2025-04-27,2-8°C
2024-07-10,4,Emergency,94,479,172,344,2,4,601.1355520494131,2,B202407-5414,2026-03-04,-20°C
2024-07-11,4,Emergency,78,401,172,344,2,4,203.78799565170536,4,B202407-3488,2025-11-12,Room Temp
2024-07-12,4,Emergency,71,573,172,344,2,4,129.3348523048104,1,B202407-1027,2026-02-27,2-8°C
2024-07-13,4,Emergency,57,516,172,344,1,4,808.3440970284211,3,B202407-7051,2026-03-08,Room Temp
2024-07-14,4,Emergency,110,406,172,344,1,4,137.44705962904146,4,B202407-4038,2026-05-12,-20°C
2024-07-15,4,Emergency,135,573,172,344,1,4,164.57465027231748,4,B202407-2608,2025-11-09,Room Temp
2024-07-16,4,Emergency,149,424,172,344,1,4,610.8708821270828,3,B202407-1836,2025-11-09,2-8°C
2024-07-17,4,Emergency,170,573,172,344,1,4,471.815046584899,5,B202407-9477,2025-04-21,-20°C
2024-07-18,4,Emergency,137,436,172,344,1,4,730.1158701600351,1,B202407-9404,2025-04-20,2-8°C
2024-07-19,4,Emergency,135,573,172,344,2,4,677.4951247023062,1,B202407-3434,2025-04-15,Room Temp
2024-07-20,4,Emergency,68,505,172,344,2,4,800.169263827002,4,B202407-8105,2025-02-10,2-8°C
2024-07-21,4,Emergency,79,426,172,344,1,4,260.22811729977377,5,B202407-2984,2025-09-09,-20°C
2024-07-22,4,Emergency,117,573,172,344,2,4,29.30231268911834,2,B202407-4384,2025-04-23,2-8°C
2024-07-23,4,Emergency,133,440,172,344,1,4,280.845971542779,2,B202407-3241,2025-08-17,2-8°C
2024-07-24,4,Emergency,140,573,172,344,1,4,57.552567201979016,5,B202407-6432,2026-02-20,2-8°C
2024-07-25,4,Emergency,115,458,172,344,2,4,269.0245827831317,4,B202407-3368,2025-04-28,-20°C
2024-07-26,4,Emergency,128,573,172,344,1,4,545.9820487760529,4,B202407-9156,2026-06-15,Room Temp
2024-07-27,4,Emergency,76,497,172,344,2,4,318.852269812784,5,B202407-5970,2025-11-23,2-8°C
2024-07-28,4,Emergency,106,391,172,344,1,4,147.4218339125853,4,B202407-6630,2026-06-10,-20°C
2024-07-29,4,Emergency,80,573,172,344,2,4,729.2156776810725,5,B202407-1265,2025-12-13,-20°C
2024-07-30,4,Emergency,165,408,172,344,2,4,335.068235993387,1,B202407-9557,2026-06-20,2-8°C
2024-07-31,4,Emergency,74,573,172,344,1,4,737.598581363291,3,B202407-5072,2026-05-30,-20°C
2024-08-01,4,Emergency,70,503,172,344,1,4,570.6815910578105,4,B202408-6117,2025-07-20,2-8°C
2024-08-02,4,Emergency,105,398,172,344,2,4,336.03820132466205,5,B202408-8044,2025-05-06,-20°C
2024-08-03,4,Emergency,78,573,172,344,2,4,637.2411595644938,1,B202408-7542,2025-05-25,Room Temp
2024-08-04,4,Emergency,104,469,172,344,1,4,256.0805792236871,5,B202408-5954,2025-04-23,Room Temp
2024-08-05,4,Emergency,91,378,172,344,2,4,779.8911347415719,5,B202408-6133,2026-03-21,Room Temp
2024-08-06,4,Emergency,149,573,172,344,1,4,431.43583425718714,4,B202408-1120,2026-02-09,-20°C
2024-08-07,4,Emergency,115,458,172,344,1,4,878.1418189944377,4,B202408-3163,2025-12-02,-20°C
2024-08-08,4,Emergency,94,364,172,344,2,4,260.34093977257277,1,B202408-1254,2026-05-15,2-8°C
2024-08-09,4,Emergency,113,573,172,344,1,4,936.4983372991852,1,B202408-4879,2025-02-23,2-8°C
2024-08-10,4,Emergency,123,450,172,344,2,4,790.5961571167084,2,B202408-7732,2025-03-28,2-8°C
2024-08-11,4,Emergency,130,573,172,344,1,4,408.87741709501523,3,B202408-6603,2025-10-22,-20°C
2024-08-12,4,Emergency,182,391,172,344,2,4,339.4022134724167,4,B202408-4878,2025-02-15,2-8°C
2024-08-13,4,Emergency,129,573,172,344,1,4,635.7388149015127,3,B202408-9914,2025-05-01,Room Temp
2024-08-14,4,Emergency,88,485,172,344,2,4,851.5971940755604,3,B202408-6394,2025-08-22,2-8°C
2024-08-15,4,Emergency,37,448,172,344,2,4,404.081223236649,2,B202408-7830,2025-05-29,Room Temp
2024-08-16,4,Emergency,128,573,172,344,2,4,74.30534116034018,1,B202408-6498,2026-07-20,2-8°C
2024-08-17,4,Emergency,84,489,172,344,2,4,650.6303339966714,3,B202408-5893,2026-06-06,Room Temp
2024-08-18,4,Emergency,83,406,172,344,1,4,467.3069139295744,4,B202408-6436,2025-10-06,2-8°C
2024-08-19,4,Emergency,120,573,172,344,2,4,545.293111988656,1,B202408-2672,2026-04-22,-20°C
2024-08-20,4,Emergency,75,498,172,344,1,4,747.5855181632483,4,B202408-3834,2025-10-11,Room Temp
2024-08-21,4,Emergency,80,418,172,344,2,4,594.675059428097,2,B202408-6179,2025-12-22,-20°C
2024-08-22,4,Emergency,146,573,172,344,1,4,543.6922860071332,3,B202408-5801,2026-06-07,Room Temp
2024-08-23,4,Emergency,50,523,172,344,2,4,763.0465445503355,1,B202408-7870,2026-08-11,2-8°C
2024-08-24,4,Emergency,53,470,172,344,2,4,279.1250919068613,3,B202408-3993,2025-06-07,2-8°C
2024-08-25,4,Emergency,95,375,172,344,1,4,396.3841378067084,5,B202408-7204,2025-04-25,-20°C
2024-08-26,4,Emergency,140,573,172,344,2,4,550.6980678744346,1,B202408-7542,2026-08-01,-20°C
2024-08-27,4,Emergency,110,463,172,344,2,4,647.2128184259286,4,B202408-7559,2025-05-28,2-8°C
2024-08-28,4,Emergency,83,380,172,344,2,4,92.03510831744784,4,B202408-1107,2026-05-04,Room Temp
2024-08-29,4,Emergency,78,573,172,344,1,4,223.66734582599184,4,B202408-4932,2026-07-08,-20°C
2024-08-30,4,Emergency,116,457,172,344,2,4,943.497340745438,1,B202408-2423,2026-05-13,-20°C
2024-08-31,4,Emergency,76,381,172,344,2,4,904.7520852525864,2,B202408-4246,2026-04-11,-20°C
2024-09-01,4,Emergency,77,573,172,344,1,4,885.8550269116914,1,B202409-1577,2025-09-06,-20°C
2024-09-02,4,Emergency,88,485,172,344,1,4,742.0594596531446,4,B202409-4586,2025-06-06,Room Temp
2024-09-03,4,Emergency,74,411,172,344,1,4,284.0908943394784,1,B202409-4680,2026-05-08,2-8°C
2024-09-04,4,Emergency,130,573,172,344,1,4,51.107892638981326,5,B202409-1476,2025-12-16,-20°C
2024-09-05,4,Emergency,81,492,172,344,2,4,367.06989181276384,2,B202409-1178,2026-06-28,Room Temp
2024-09-06,4,Emergency,68,424,172,344,1,4,763.4223026093658,4,B202409-3862,2025-06-12,-20°C
2024-09-07,4,Emergency,67,357,172,344,1,4,649.7026918733693,4,B202409-7621,2025-12-08,Room Temp
2024-09-08,4,Emergency,109,573,172,344,1,4,399.98372915751366,3,B202409-1923,2026-02-04,-20°C
2024-09-09,4,Emergency,120,453,172,344,2,4,643.9538546540919,2,B202409-3921,2025-10-14,Room Temp
2024-09-10,4,Emergency,101,352,172,344,2,4,301.4856541324113,2,B202409-8325,2026-05-16,2-8°C
2024-09-11,4,Emergency,79,573,172,344,1,4,610.3597176341557,5,B202409-9533,2026-08-13,-20°C
2024-09-12,4,Emergency,140,433,172,344,2,4,711.5824095887058,2,B202409-3335,2025-10-06,Room Temp
2024-09-13,4,Emergency,63,370,172,344,1,4,149.12828675586317,5,B202409-7211,2026-06-04,-20°C
2024-09-14,4,Emergency,125,573,172,344,1,4,114.48922125856141,2,B202409-2050,2025-06-07,-20°C
2024-09-15,4,Emergency,101,472,172,344,1,4,115.8766287205558,2,B202409-3870,2026-03-29,-20°C
2024-09-16,4,Emergency,95,377,172,344,2,4,566.1660449970846,3,B202409-5632,2025-07-19,-20°C
2024-09-17,4,Emergency,94,573,172,344,2,4,623.0390617945019,3,B202409-6008,2025-12-08,2-8°C
2024-09-18,4,Emergency,150,423,172,344,2,4,259.48978796484033,5,B202409-1747,2026-05-04,2-8°C
2024-09-19,4,Emergency,133,573,172,344,2,4,228.82779478192697,4,B202409-3009,2026-09-09,Room Temp
2024-09-20,4,Emergency,96,477,172,344,1,4,360.8651286348268,2,B202409-4826,2026-04-03,Room Temp
2024-09-21,4,Emergency,108,369,172,344,1,4,880.8008434242139,5,B202409-8336,2026-01-06,-20°C
2024-09-22,4,Emergency,46,573,172,344,2,4,100.13016164071954,3,B202409-1021,2026-05-28,-20°C
2024-09-23,4,Emergency,120,453,172,344,1,4,583.6458966968115,2,B202409-7471,2026-04-13,2-8°C
2024-09-24,4,Emergency,104,349,172,344,2,4,543.7375009004618,5,B202409-3457,2026-04-21,Room Temp
2024-09-25,4,Emergency,48,573,172,344,2,4,123.40170750515493,5,B202409-6333,2026-04-21,2-8°C
2024-09-26,4,Emergency,54,519,172,344,1,4,105.00825703958589,2,B202409-1599,2025-08-13,Room Temp
2024-09-27,4,Emergency,125,394,172,344,1,4,305.22612309742925,2,B202409-9742,2025-04-19,Room Temp
2024-09-28,4,Emergency,93,573,172,344,1,4,664.8544808814788,1,B202409-9866,2025-11-02,Room Temp
2024-09-29,4,Emergency,86,487,172,344,2,4,898.0642048518567,1,B202409-6879,2025-11-30,2-8°C
2024-09-30,4,Emergency,107,380,172,344,2,4,783.2559221841797,2,B202409-9165,2026-04-17,2-8°C
2024-10-01,4,Emergency,121,573,172,344,1,4,671.9632441412156,1,B202410-9419,2025-08-29,-20°C
2024-10-02,4,Emergency,90,483,172,344,2,4,170.5717344752475,5,B202410-8835,2025-07-21,2-8°C
2024-10-03,4,Emergency,132,351,172,344,1,4,305.60961281493496,4,B202410-5852,2025-10-03,2-8°C
2024-10-04,4,Emergency,103,573,172,344,1,4,419.4488558442845,4,B202410-7652,2025-12-15,2-8°C
2024-10-05,4,Emergency,116,457,172,344,2,4,835.3380774275618,3,B202410-8710,2025-05-02,Room Temp
2024-10-06,4,Emergency,39,418,172,344,1,4,315.4528309021563,5,B202410-1008,2026-10-03,Room Temp
2024-10-07,4,Emergency,84,573,172,344,2,4,805.4877674665379,4,B202410-1423,2025-09-01,-20°C
2024-10-08,4,Emergency,85,488,172,344,1,4,314.3048126365063,4,B202410-6719,2026-02-15,-20°C
2024-10-09,4,Emergency,120,368,172,344,1,4,397.5972698173025,2,B202410-8178,2025-12-07,2-8°C
2024-10-10,4,Emergency,139,573,172,344,2,4,267.00268726576513,2,B202410-4388,2025-06-19,Room Temp
2024-10-11,4,Emergency,110,463,172,344,2,4,735.2683971952416,2,B202410-1209,2026-09-24,-20°C
2024-10-12,4,Emergency,66,397,172,344,1,4,345.08340362108584,4,B202410-2416,2026-08-30,2-8°C
2024-10-13,4,Emergency,91,573,172,344,1,4,921.7836509918676,5,B202410-4355,2025-08-19,-20°C
2024-10-14,4,Emergency,115,458,172,344,2,4,400.31009618740967,5,B202410-6134,2025-12-16,Room Temp
2024-10-15,4,Emergency,79,379,172,344,1,4,888.3596010298824,4,B202410-4101,2025-10-07,2-8°C
2024-10-16,4,Emergency,116,573,172,344,2,4,709.3473717160757,1,B202410-1134,2026-01-16,-20°C
2024-10-17,4,Emergency,124,449,172,344,1,4,271.19798909125063,5,B202410-6011,2026-04-20,Room Temp
2024-10-18,4,Emergency,80,369,172,344,2,4,970.3449703140033,5,B202410-9657,2026-03-08,2-8°C
2024-10-19,4,Emergency,78,573,172,344,1,4,502.7204588783655,4,B202410-5363,2026-04-16,Room Temp
2024-10-20,4,Emergency,111,462,172,344,2,4,722.5347246451264,3,B202410-7293,2026-07-20,-20°C
2024-10-21,4,Emergency,155,573,172,344,2,4,933.5085363204496,4,B202410-5104,2026-07-11,-20°C
2024-10-22,4,Emergency,135,438,172,344,2,4,440.2184601727763,5,B202410-1802,2025-11-18,2-8°C
2024-10-23,4,Emergency,129,573,172,344,2,4,210.5402118778927,2,B202410-9178,2026-07-11,-20°C
2024-10-24,4,Emergency,116,457,172,344,2,4,785.506003490656,4,B202410-6311,2026-06-20,2-8°C
2024-10-25,4,Emergency,115,573,172,344,1,4,689.3514964043997,4,B202410-5652,2025-05-20,-20°C
2024-10-26,4,Emergency,70,503,172,344,1,4,497.7230932621781,2,B202410-2516,2025-10-09,2-8°C
2024-10-27,4,Emergency,106,397,172,344,1,4,983.0451820246439,5,B202410-3244,2026-01-17,2-8°C
2024-10-28,4,Emergency,100,573,172,344,1,4,172.51880970263352,1,B202410-2716,2026-05-08,-20°C
2024-10-29,4,Emergency,76,497,172,344,2,4,306.3072007301474,1,B202410-2744,2025-10-10,2-8°C
2024-10-30,4,Emergency,86,411,172,344,1,4,576.0325181136561,5,B202410-5802,2026-02-14,Room Temp
2024-10-31,4,Emergency,151,573,172,344,2,4,985.5951004778233,4,B202410-1284,2025-08-26,Room Temp
2024-11-01,4,Emergency,64,509,172,344,2,4,862.744104327305,3,B202411-5588,2026-07-27,-20°C
2024-11-02,4,Emergency,85,424,172,344,1,4,705.0872281108594,3,B202411-7059,2025-11-22,-20°C
2024-11-03,4,Emergency,90,573,172,344,1,4,930.1695092841417,2,B202411-1539,2025-10-29,2-8°C
2024-11-04,4,Emergency,86,487,172,344,1,4,956.7308293369538,1,B202411-1897,2026-03-25,-20°C
2024-11-05,4,Emergency,106,381,172,344,2,4,986.7582301957116,2,B202411-4782,2025-12-25,-20°C
2024-11-06,4,Emergency,131,573,172,344,2,4,147.81245842098528,3,B202411-6219,2026-08-11,2-8°C
2024-11-07,4,Emergency,86,487,172,344,1,4,455.2597372120397,3,B202411-9685,2026-04-22,Room Temp
2024-11-08,4,Emergency,89,398,172,344,2,4,716.6366219898885,2,B202411-5117,2025-10-21,2-8°C
2024-11-09,4,Emergency,81,573,172,344,1,4,935.4535463417236,3,B202411-2058,2026-09-06,Room Temp
2024-11-10,4,Emergency,42,531,172,344,1,4,472.07527558087713,3,B202411-8442,2025-06-24,-20°C
2024-11-11,4,Emergency,125,406,172,344,1,4,881.5121138898336,2,B202411-5701,2026-08-12,-20°C
2024-11-12,4,Emergency,85,573,172,344,2,4,694.0549661906846,5,B202411-6518,2025-05-13,-20°C
2024-11-13,4,Emergency,123,450,172,344,1,4,582.840266310684,5,B202411-4234,2026-10-31,Room Temp
2024-11-14,4,Emergency,137,573,172,344,1,4,339.5219271619152,5,B202411-1058,2025-07-24,-20°C
2024-11-15,4,Emergency,115,458,172,344,1,4,102.68463657679317,1,B202411-2774,2025-08-11,2-8°C
2024-11-16,4,Emergency,90,368,172,344,1,4,778.82062274665,5,B202411-6370,2026-01-31,-20°C
2024-11-17,4,Emergency,76,573,172,344,1,4,398.87632469765555,5,B202411-3327,2026-04-29,2-8°C
2024-11-18,4,Emergency,141,432,172,344,2,4,931.3543804233982,4,B202411-1102,2026-07-08,Room Temp
2024-11-19,4,Emergency,79,353,172,344,2,4,100.23704687932506,3,B202411-1299,2026-10-20,-20°C
2024-11-20,4,Emergency,58,573,172,344,1,4,878.0804096736136,1,B202411-1158,2026-02-10,2-8°C
2024-11-21,4,Emergency,139,434,172,344,2,4,823.1057200271871,4,B202411-7187,2026-11-06,Room Temp
2024-11-22,4,Emergency,124,573,172,344,1,4,731.7537850356476,2,B202411-7840,2025-12-05,2-8°C
2024-11-23,4,Emergency,129,444,172,344,2,4,983.4009478620588,4,B202411-7452,2026-09-10,-20°C
2024-11-24,4,Emergency,137,573,172,344,1,4,898.0552849506499,3,B202411-8263,2026-01-16,2-8°C
2024-11-25,4,Emergency,119,454,172,344,2,4,363.1334999874164,4,B202411-5089,2025-08-14,-20°C
2024-11-26,4,Emergency,122,573,172,344,1,4,492.21569536509594,3,B202411-2768,2026-07-20,Room Temp
2024-11-27,4,Emergency,153,420,172,344,2,4,957.8780442623772,3,B202411-4236,2026-03-23,-20°C
2024-11-28,4,Emergency,112,573,172,344,2,4,141.43612589222266,3,B202411-2888,2026-03-29,2-8°C
2024-11-29,4,Emergency,63,510,172,344,1,4,535.9113974525304,4,B202411-4974,2025-08-20,2-8°C
2024-11-30,4,Emergency,72,438,172,344,1,4,617.6892422916944,5,B202411-6888,2026-08-30,2-8°C
2024-12-01,4,Emergency,116,573,172,344,1,4,861.648477967033,4,B202412-5229,2026-06-22,2-8°C
2024-12-02,4,Emergency,84,489,172,344,1,4,434.5247053814269,4,B202412-2283,2026-11-04,-20°C
2024-12-03,4,Emergency,136,353,172,344,2,4,33.013408855429944,5,B202412-3479,2026-05-02,Room Temp
2024-12-04,4,Emergency,130,573,172,344,1,4,184.25746209354006,1,B202412-8170,2025-09-26,2-8°C
2024-12-05,4,Emergency,188,385,172,344,1,4,887.4276500174749,4,B202412-1336,2025-08-02,2-8°C
2024-12-06,4,Emergency,154,573,172,344,1,4,597.3447161066953,5,B202412-3846,2026-11-09,Room Temp
2024-12-07,4,Emergency,86,487,172,344,2,4,319.7510389385123,3,B202412-4044,2025-08-29,2-8°C
2024-12-08,4,Emergency,88,399,172,344,2,4,219.87172996611625,3,B202412-9927,2025-12-20,Room Temp
2024-12-09,4,Emergency,145,573,172,344,2,4,989.55458034159,1,B202412-9583,2025-10-10,Room Temp
2024-12-10,4,Emergency,178,395,172,344,2,4,560.6297701018813,2,B202412-4776,2026-02-26,Room Temp
2024-12-11,4,Emergency,81,573,172,344,1,4,384.3007342915632,2,B202412-9492,2026-05-19,2-8°C
2024-12-12,4,Emergency,115,458,172,344,2,4,360.83764836418584,1,B202412-1070,2025-11-09,Room Temp
2024-12-13,4,Emergency,129,573,172,344,2,4,269.8679621379413,1,B202412-6024,2026-05-30,-20°C
2024-12-14,4,Emergency,92,481,172,344,2,4,897.3944192561717,2,B202412-3614,2025-10-30,-20°C
2024-12-15,4,Emergency,84,397,172,344,1,4,687.247062999835,3,B202412-5953,2026-08-15,-20°C
2024-12-16,4,Emergency,100,573,172,344,1,4,469.33350968636887,2,B202412-4065,2025-07-10,2-8°C
2024-12-17,4,Emergency,90,483,172,344,1,4,583.2235125084478,2,B202412-7388,2026-07-23,Room Temp
2024-12-18,4,Emergency,127,356,172,344,1,4,881.3742825837174,3,B202412-1079,2026-01-12,Room Temp
2024-12-19,4,Emergency,153,573,172,344,2,4,469.92554419276127,1,B202412-5705,2025-12-10,-20°C
2024-12-20,4,Emergency,163,410,172,344,1,4,460.5575066298305,4,B202412-8908,2026-12-06,-20°C
2024-12-21,4,Emergency,141,573,172,344,2,4,667.7913706158549,4,B202412-2906,2026-04-07,2-8°C
2024-12-22,4,Emergency,65,508,172,344,2,4,100.34206464903248,3,B202412-9166,2026-09-11,2-8°C
2024-12-23,4,Emergency,143,365,172,344,2,4,957.4012802244192,4,B202412-1054,2025-08-02,Room Temp
2024-12-24,4,Emergency,159,573,172,344,2,4,293.4270351589439,3,B202412-9943,2025-12-19,Room Temp
2024-12-25,4,Emergency,188,385,172,344,1,4,26.172396997259128,1,B202412-2717,2026-06-03,-20°C
2024-12-26,4,Emergency,47,573,172,344,2,4,72.66216197097778,3,B202412-2601,2025-06-24,2-8°C
2024-12-27,4,Emergency,122,451,172,344,1,4,788.2457406754171,2,B202412-7467,2025-11-28,2-8°C
2024-12-28,4,Emergency,53,398,172,344,2,4,844.3477147533835,3,B202412-1616,2026-03-01,2-8°C
2024-12-29,4,Emergency,121,573,172,344,2,4,483.9118271864126,4,B202412-6998,2026-10-25,-20°C
2024-12-30,4,Emergency,71,502,172,344,1,4,497.3455650741653,2,B202412-3577,2025-09-26,Room Temp
2024-01-01,5,Emergency,176,429,158,316,1,4,997.9336353483152,1,B202401-6219,2024-07-10,2-8°C
2024-01-02,5,Emergency,51,378,158,316,2,4,406.84217267725563,5,B202401-5577,2025-10-24,-20°C
2024-01-03,5,Emergency,95,527,158,316,2,4,452.6299188585711,5,B202401-3045,2025-08-22,-20°C
2024-01-04,5,Emergency,114,413,158,316,2,4,137.59619174874214,5,B202401-9766,2024-11-06,2-8°C
2024-01-05,5,Emergency,151,527,158,316,1,4,313.0796379154922,4,B202401-1950,2024-09-04,2-8°C
2024-01-06,5,Emergency,112,415,158,316,2,4,439.11486988871206,1,B202401-7174,2024-10-02,2-8°C
2024-01-07,5,Emergency,39,376,158,316,1,4,129.68398872396688,4,B202401-2674,2024-12-16,Room Temp
2024-01-08,5,Emergency,127,527,158,316,2,4,931.7108347748626,2,B202401-8567,2024-08-23,Room Temp
2024-01-09,5,Emergency,118,409,158,316,1,4,670.1584806742287,3,B202401-3496,2025-08-02,-20°C
2024-01-10,5,Emergency,75,334,158,316,2,4,373.0639435638906,4,B202401-8737,2024-07-14,2-8°C
2024-01-11,5,Emergency,101,527,158,316,2,4,288.3618355598613,3,B202401-8436,2025-12-25,2-8°C
2024-01-12,5,Emergency,92,435,158,316,1,4,923.7173012977022,3,B202401-9709,2024-12-14,2-8°C
2024-01-13,5,Emergency,123,527,158,316,2,4,337.33397553577663,2,B202401-5106,2024-11-12,-20°C
2024-01-14,5,Emergency,89,438,158,316,1,4,794.8404410454515,4,B202401-2183,2025-06-20,2-8°C
2024-01-15,5,Emergency,99,339,158,316,1,4,802.0743310921362,4,B202401-1212,2024-10-22,2-8°C
2024-01-16,5,Emergency,93,527,158,316,1,4,512.0672472786205,5,B202401-5138,2025-10-12,2-8°C
2024-01-17,5,Emergency,88,439,158,316,2,4,675.8534125271706,2,B202401-2370,2024-10-03,2-8°C
2024-01-18,5,Emergency,105,334,158,316,2,4,404.14029645015825,3,B202401-2938,2025-05-03,-20°C
2024-01-19,5,Emergency,146,527,158,316,2,4,509.6635042994819,2,B202401-9769,2025-11-27,-20°C
2024-01-20,5,Emergency,127,400,158,316,2,4,678.4069962536347,1,B202401-2772,2024-12-28,2-8°C
2024-01-21,5,Emergency,99,527,158,316,1,4,824.6379627007896,3,B202401-8670,2025-07-09,Room Temp
2024-01-22,5,Emergency,121,406,158,316,2,4,622.7572515673788,1,B202401-9766,2026-01-06,Room Temp
2024-01-23,5,Emergency,124,527,158,316,1,4,768.0228303445111,2,B202401-9519,2025-03-07,2-8°C
2024-01-24,5,Emergency,121,406,158,316,2,4,915.102403911804,1,B202401-7272,2025-08-13,-20°C
2024-01-25,5,Emergency,152,527,158,316,2,4,140.60407748578677,5,B202401-3663,2025-08-09,2-8°C
2024-01-26,5,Emergency,90,437,158,316,2,4,392.4616809029242,3,B202401-8689,2025-02-14,-20°C
2024-01-27,5,Emergency,102,335,158,316,1,4,529.9501548767165,4,B202401-3399,2025-06-10,2-8°C
2024-01-28,5,Emergency,68,527,158,316,1,4,321.9434783436093,3,B202401-2424,2024-10-28,2-8°C
2024-01-29,5,Emergency,132,395,158,316,1,4,374.88906529822367,1,B202401-9842,2024-12-22,2-8°C
2024-01-30,5,Emergency,169,527,158,316,2,4,507.5017197546787,5,B202401-5751,2024-08-09,Room Temp
2024-01-31,5,Emergency,168,359,158,316,1,4,69.51092660347189,3,B202401-7423,2025-04-04,-20°C
2024-02-01,5,Emergency,179,527,158,316,2,4,760.1496373960638,1,B202402-8774,2026-01-30,Room Temp
2024-02-02,5,Emergency,146,381,158,316,1,4,81.70292680769258,4,B202402-4977,2025-08-10,Room Temp
2024-02-03,5,Emergency,171,527,158,316,2,4,639.8346809297705,5,B202402-9210,2025-07-18,2-8°C
2024-02-04,5,Emergency,90,437,158,316,2,4,236.610346374102,3,B202402-5726,2025-08-06,2-8°C
2024-02-05,5,Emergency,66,371,158,316,2,4,713.5194794636326,4,B202402-4916,2024-08-25,2-8°C
2024-02-06,5,Emergency,200,527,158,316,1,4,827.5784945222516,3,B202402-9853,2025-08-09,-20°C
2024-02-07,5,Emergency,106,421,158,316,2,4,752.4845431749937,5,B202402-6720,2025-11-14,-20°C
2024-02-08,5,Emergency,114,527,158,316,1,4,361.90150685854036,3,B202402-8318,2025-03-05,-20°C
2024-02-09,5,Emergency,119,408,158,316,1,4,453.4725448559566,5,B202402-2026,2025-07-30,2-8°C
2024-02-10,5,Emergency,173,527,158,316,1,4,748.2310876128223,2,B202402-5838,2024-10-19,-20°C
2024-02-11,5,Emergency,62,465,158,316,1,4,550.7448504976919,5,B202402-4480,2025-04-23,Room Temp
2024-02-12,5,Emergency,88,377,158,316,1,4,702.0878884066052,1,B202402-8252,2025-08-30,-20°C
2024-02-13,5,Emergency,188,527,158,316,2,4,501.9006367401964,1,B202402-2465,2025-11-22,-20°C
2024-02-14,5,Emergency,151,376,158,316,1,4,578.0283264851163,1,B202402-3189,2025-02-16,-20°C
2024-02-15,5,Emergency,59,317,158,316,2,4,963.1146581398409,4,B202402-8687,2025-11-15,2-8°C
2024-02-16,5,Emergency,83,527,158,316,2,4,543.6295072548179,2,B202402-5846,2025-11-29,-20°C
2024-02-17,5,Emergency,169,358,158,316,2,4,48.11738033653707,1,B202402-9941,2024-12-07,2-8°C
2024-02-18,5,Emergency,93,527,158,316,1,4,469.7363472809415,2,B202402-8481,2025-10-05,-20°C
